Fecha,Temp[C]
14-Jan-2021 11:06:48,187
14-Jan-2021 11:06:48,187
14-Jan-2021 11:06:48,187
14-Jan-2021 11:06:48,187
14-Jan-2021 11:06:48,187
14-Jan-2021 11:06:48,187
14-Jan-2021 11:06:48,86
14-Jan-2021 11:06:48,186
14-Jan-2021 11:06:48,NaN
14-Jan-2021 11:06:48,186
14-Jan-2021 11:06:48,186
14-Jan-2021 11:06:48,186
14-Jan-2021 11:06:48,186
14-Jan-2021 11:06:48,186
14-Jan-2021 11:06:48,186
14-Jan-2021 11:06:48,86
14-Jan-2021 11:06:48,185
14-Jan-2021 11:06:48,186
14-Jan-2021 11:06:48,185
14-Jan-2021 11:06:48,185
14-Jan-2021 11:06:48,185
14-Jan-2021 11:06:48,185
14-Jan-2021 11:06:48,185
14-Jan-2021 11:06:48,185
14-Jan-2021 11:06:48,185
14-Jan-2021 11:06:48,185
14-Jan-2021 11:06:49,185
14-Jan-2021 11:06:49,185
14-Jan-2021 11:06:49,184
14-Jan-2021 11:06:49,184
14-Jan-2021 11:06:49,185
14-Jan-2021 11:06:49,184
14-Jan-2021 11:06:49,184
14-Jan-2021 11:06:49,184
14-Jan-2021 11:06:49,184
14-Jan-2021 11:06:49,NaN
14-Jan-2021 11:06:49,84
14-Jan-2021 11:06:49,184
14-Jan-2021 11:06:49,84
14-Jan-2021 11:06:49,183
14-Jan-2021 11:06:49,83
14-Jan-2021 11:06:49,183
14-Jan-2021 11:06:49,183
14-Jan-2021 11:06:49,183
14-Jan-2021 11:06:49,183
14-Jan-2021 11:06:49,83
14-Jan-2021 11:06:49,183
14-Jan-2021 11:06:49,183
14-Jan-2021 11:06:49,183
14-Jan-2021 11:06:49,183
14-Jan-2021 11:06:49,182
14-Jan-2021 11:06:49,182
14-Jan-2021 11:06:49,182
14-Jan-2021 11:06:49,183
14-Jan-2021 11:06:49,182
14-Jan-2021 11:06:50,182
14-Jan-2021 11:06:50,182
14-Jan-2021 11:06:50,182
14-Jan-2021 11:06:50,182
14-Jan-2021 11:06:50,182
14-Jan-2021 11:06:50,182
14-Jan-2021 11:06:50,182
14-Jan-2021 11:06:50,182
14-Jan-2021 11:06:50,81
14-Jan-2021 11:06:50,181
14-Jan-2021 11:06:50,181
14-Jan-2021 11:06:50,81
14-Jan-2021 11:06:50,NaN
14-Jan-2021 11:06:50,81
